"rules","support","confidence","coverage","lift","count"
"{} => {aquatic=no}",0.646464646464647,0.646464646464647,1,1,64
"{} => {tail=yes}",0.757575757575758,0.757575757575758,1,1,75
"{} => {airborne=no}",0.757575757575758,0.757575757575758,1,1,75
"{} => {breathes=yes}",0.787878787878788,0.787878787878788,1,1,78
"{} => {feathers=no}",0.797979797979798,0.797979797979798,1,1,79
"{} => {backbone=yes}",0.818181818181818,0.818181818181818,1,1,81
"{} => {fins=no}",0.828282828282828,0.828282828282828,1,1,82
"{} => {domestic=no}",0.878787878787879,0.878787878787879,1,1,87
"{} => {venomous=no}",0.919191919191919,0.919191919191919,1,1,91
"{aquatic=yes} => {hair=no}",0.313131313131313,0.885714285714286,0.353535353535354,1.53834586466165,31
"{aquatic=yes} => {airborne=no}",0.303030303030303,0.857142857142857,0.353535353535354,1.13142857142857,30
"{aquatic=yes} => {domestic=no}",0.343434343434343,0.971428571428571,0.353535353535354,1.10541871921182,34
"{aquatic=yes} => {venomous=no}",0.313131313131313,0.885714285714286,0.353535353535354,0.963579277864992,31
"{toothed=no} => {catsize=no}",0.313131313131313,0.775,0.404040404040404,1.37008928571429,31
"{toothed=no} => {hair=no}",0.353535353535354,0.875,0.404040404040404,1.51973684210526,35
"{hair=no} => {toothed=no}",0.353535353535354,0.614035087719298,0.575757575757576,1.51973684210526,35
"{toothed=no} => {eggs=yes}",0.393939393939394,0.975,0.404040404040404,1.66422413793103,39
"{eggs=yes} => {toothed=no}",0.393939393939394,0.672413793103448,0.585858585858586,1.66422413793103,39
"{toothed=no} => {milk=no}",0.393939393939394,0.975,0.404040404040404,1.63601694915254,39
"{milk=no} => {toothed=no}",0.393939393939394,0.661016949152542,0.595959595959596,1.63601694915254,39
"{toothed=no} => {breathes=yes}",0.333333333333333,0.825,0.404040404040404,1.04711538461538,33
"{toothed=no} => {fins=no}",0.404040404040404,1,0.404040404040404,1.20731707317073,40
"{toothed=no} => {domestic=no}",0.363636363636364,0.9,0.404040404040404,1.02413793103448,36
"{toothed=no} => {venomous=no}",0.363636363636364,0.9,0.404040404040404,0.979120879120879,36
"{milk=yes} => {eggs=no}",0.393939393939394,0.975,0.404040404040404,2.35426829268293,39
"{eggs=no} => {milk=yes}",0.393939393939394,0.951219512195122,0.414141414141414,2.35426829268293,39
"{milk=yes} => {hair=yes}",0.383838383838384,0.95,0.404040404040404,2.23928571428571,38
"{hair=yes} => {milk=yes}",0.383838383838384,0.904761904761905,0.424242424242424,2.23928571428571,38
"{milk=yes} => {catsize=yes}",0.313131313131313,0.775,0.404040404040404,1.7843023255814,31
"{catsize=yes} => {milk=yes}",0.313131313131313,0.72093023255814,0.434343434343434,1.7843023255814,31
"{milk=yes} => {toothed=yes}",0.393939393939394,0.975,0.404040404040404,1.63601694915254,39
"{toothed=yes} => {milk=yes}",0.393939393939394,0.661016949152542,0.595959595959596,1.63601694915254,39
"{milk=yes} => {aquatic=no}",0.343434343434343,0.85,0.404040404040404,1.31484375,34
"{milk=yes} => {tail=yes}",0.353535353535354,0.875,0.404040404040404,1.155,35
"{milk=yes} => {airborne=no}",0.383838383838384,0.95,0.404040404040404,1.254,38
"{milk=yes} => {breathes=yes}",0.404040404040404,1,0.404040404040404,1.26923076923077,40
"{milk=yes} => {feathers=no}",0.404040404040404,1,0.404040404040404,1.25316455696203,40
"{milk=yes} => {backbone=yes}",0.404040404040404,1,0.404040404040404,1.22222222222222,40
"{milk=yes} => {fins=no}",0.363636363636364,0.9,0.404040404040404,1.08658536585366,36
"{milk=yes} => {domestic=no}",0.333333333333333,0.825,0.404040404040404,0.938793103448276,33
"{milk=yes} => {venomous=no}",0.404040404040404,1,0.404040404040404,1.08791208791209,40
"{eggs=no} => {hair=yes}",0.373737373737374,0.902439024390244,0.414141414141414,2.12717770034843,37
"{hair=yes} => {eggs=no}",0.373737373737374,0.880952380952381,0.424242424242424,2.12717770034843,37
"{eggs=no} => {catsize=yes}",0.303030303030303,0.731707317073171,0.414141414141414,1.68462847419172,30
"{catsize=yes} => {eggs=no}",0.303030303030303,0.697674418604651,0.434343434343434,1.68462847419172,30
"{eggs=no} => {toothed=yes}",0.404040404040404,0.975609756097561,0.414141414141414,1.63704009921455,40
"{toothed=yes} => {eggs=no}",0.404040404040404,0.677966101694915,0.595959595959596,1.63704009921455,40
"{eggs=no} => {aquatic=no}",0.353535353535354,0.853658536585366,0.414141414141414,1.32050304878049,35
"{eggs=no} => {tail=yes}",0.363636363636364,0.878048780487805,0.414141414141414,1.1590243902439,36
"{eggs=no} => {airborne=no}",0.393939393939394,0.951219512195122,0.414141414141414,1.25560975609756,39
"{eggs=no} => {breathes=yes}",0.404040404040404,0.975609756097561,0.414141414141414,1.23827392120075,40
"{eggs=no} => {feathers=no}",0.414141414141414,1,0.414141414141414,1.25316455696203,41
"{eggs=no} => {backbone=yes}",0.404040404040404,0.975609756097561,0.414141414141414,1.19241192411924,40
"{eggs=no} => {fins=no}",0.373737373737374,0.902439024390244,0.414141414141414,1.08953004164188,37
"{eggs=no} => {domestic=no}",0.343434343434343,0.829268292682927,0.414141414141414,0.943650126156434,34
"{eggs=no} => {venomous=no}",0.393939393939394,0.951219512195122,0.414141414141414,1.03484320557491,39
"{hair=yes} => {toothed=yes}",0.373737373737374,0.880952380952381,0.424242424242424,1.47820823244552,37
"{toothed=yes} => {hair=yes}",0.373737373737374,0.627118644067797,0.595959595959596,1.47820823244552,37
"{hair=yes} => {aquatic=no}",0.383838383838384,0.904761904761905,0.424242424242424,1.39955357142857,38
"{hair=yes} => {tail=yes}",0.333333333333333,0.785714285714286,0.424242424242424,1.03714285714286,33
"{hair=yes} => {airborne=no}",0.363636363636364,0.857142857142857,0.424242424242424,1.13142857142857,36
"{hair=yes} => {breathes=yes}",0.424242424242424,1,0.424242424242424,1.26923076923077,42
"{hair=yes} => {feathers=no}",0.424242424242424,1,0.424242424242424,1.25316455696203,42
"{hair=yes} => {backbone=yes}",0.383838383838384,0.904761904761905,0.424242424242424,1.10582010582011,38
"{hair=yes} => {fins=no}",0.404040404040404,0.952380952380952,0.424242424242424,1.14982578397213,40
"{hair=yes} => {domestic=no}",0.343434343434343,0.80952380952381,0.424242424242424,0.921182266009852,34
"{hair=yes} => {venomous=no}",0.404040404040404,0.952380952380952,0.424242424242424,1.03610675039246,40
"{catsize=yes} => {toothed=yes}",0.343434343434343,0.790697674418605,0.434343434343434,1.32676389436342,34
"{catsize=yes} => {aquatic=no}",0.303030303030303,0.697674418604651,0.434343434343434,1.07921511627907,30
"{catsize=yes} => {tail=yes}",0.383838383838384,0.883720930232558,0.434343434343434,1.16651162790698,38
"{catsize=yes} => {airborne=no}",0.404040404040404,0.930232558139535,0.434343434343434,1.22790697674419,40
"{catsize=yes} => {breathes=yes}",0.383838383838384,0.883720930232558,0.434343434343434,1.1216457960644,38
"{catsize=yes} => {feathers=no}",0.373737373737374,0.86046511627907,0.434343434343434,1.07830438622314,37
"{catsize=yes} => {backbone=yes}",0.424242424242424,0.976744186046512,0.434343434343434,1.1937984496124,42
"{catsize=yes} => {fins=no}",0.353535353535354,0.813953488372093,0.434343434343434,0.982699943278503,35
"{catsize=yes} => {domestic=no}",0.383838383838384,0.883720930232558,0.434343434343434,1.0056134723336,38
"{catsize=yes} => {venomous=no}",0.424242424242424,0.976744186046512,0.434343434343434,1.06261180679785,42
